predclass,age,workclass,occupation,native-country,education,marital-status,education-num,hours-per-week,capital-gain,capital-loss,race,sex,relationship,age-hours,sex-marital
0,23,3,2,1,4,4,8,39,0,0,4,0,1,709,4
1,37,1,4,1,1,1,12,39,0,0,1,0,4,902,1
1,18,3,2,1,1,0,12,59,0,0,4,1,0,882,5
0,18,3,2,1,1,0,12,49,0,0,4,1,0,763,5
0,23,3,5,0,1,2,12,39,0,0,4,0,1,709,2
0,42,3,2,1,4,3,8,39,0,0,2,0,4,967,3
0,26,2,3,1,4,0,9,49,0,0,4,1,0,900,5
1,22,3,3,1,3,0,5,59,0,0,4,1,0,960,5
0,34,3,3,1,3,3,3,29,0,0,2,0,1,686,3
0,54,3,5,1,4,1,9,59,49,0,4,0,1,1342,1
0,16,3,3,1,3,3,7,39,0,0,2,0,4,610,3
0,11,3,5,1,4,3,8,34,0,0,2,1,3,467,8
0,13,3,2,1,4,2,8,39,0,0,4,1,4,562,7
0,3,3,3,2,3,2,2,39,0,0,4,1,2,396,7
0,34,2,2,1,4,0,8,49,0,0,4,1,0,1023,5
1,22,3,3,1,4,0,8,39,0,0,4,0,5,695,0
1,45,3,2,1,4,0,9,39,0,0,1,1,0,1004,5
0,20,3,2,0,4,1,8,59,0,0,4,1,3,923,6
0,11,3,3,2,3,1,4,49,0,0,4,1,1,638,6
0,6,3,2,4,4,1,8,47,0,0,1,1,3,523,6
0,22,3,2,1,1,0,12,29,0,0,4,0,5,549,0
1,33,2,2,1,1,4,12,64,0,0,4,1,4,1189,9
0,14,3,3,1,3,1,3,39,0,0,4,1,4,579,6
1,28,1,2,1,1,0,12,49,0,55,4,1,0,931,5
0,6,0,0,1,1,1,12,39,0,0,3,1,3,445,6
0,30,3,3,1,3,4,5,39,0,0,4,1,1,808,9
0,42,3,4,1,4,4,8,17,0,0,4,0,1,504,4
0,15,3,3,1,0,0,11,39,0,0,4,1,0,595,5
0,65,0,0,1,3,4,3,4,0,0,4,1,1,223,9
1,32,3,2,1,1,0,12,54,0,81,4,1,0,1064,5
0,57,4,5,1,4,4,8,16,0,0,4,1,1,585,9
0,5,3,1,1,4,1,9,34,0,0,4,1,3,385,6
0,15,3,3,4,4,0,9,54,0,0,4,1,0,766,5
1,17,3,3,1,1,0,12,49,0,0,4,1,0,745,5
1,42,3,3,1,1,0,12,59,0,0,4,1,0,1239,5
1,19,3,2,1,1,0,12,49,0,0,4,1,0,782,5
0,42,3,1,1,3,3,6,39,0,0,4,0,4,967,3
1,30,2,2,1,1,3,12,69,0,0,4,1,1,1197,8
0,36,1,5,1,4,0,8,44,0,58,4,1,0,975,5
0,8,2,3,1,4,1,9,34,0,0,4,1,4,428,6
0,27,3,1,1,1,3,12,64,0,0,2,1,1,1105,8
1,40,2,2,1,6,0,14,34,112,0,4,0,5,847,0
1,25,2,3,1,1,0,12,78,0,51,4,1,0,1210,5
0,41,1,3,1,3,0,5,39,0,0,4,1,0,954,5
0,22,3,2,1,1,0,12,39,60,0,4,1,0,695,5
0,15,0,0,1,4,1,8,39,0,0,2,1,3,595,6
0,28,3,3,1,3,3,3,47,0,0,4,1,1,902,8
1,30,3,2,1,1,0,12,34,0,0,2,0,5,724,0
0,35,0,0,1,4,0,9,49,0,0,4,1,0,1038,5
0,39,2,2,0,3,3,1,24,0,0,4,1,1,638,8
0,35,3,3,1,4,3,8,39,0,0,4,0,1,878,3
0,17,3,5,1,4,1,8,34,0,0,2,0,4,559,1
0,19,2,3,1,3,0,3,34,0,0,4,1,0,586,5
0,24,3,3,4,4,2,8,39,0,0,4,1,1,722,7
0,13,3,4,2,4,1,9,39,0,0,4,1,3,562,6
0,27,3,2,2,1,0,12,39,0,0,3,1,0,766,5
0,0,0,0,6,4,1,9,39,0,0,1,0,3,348,1
0,17,3,5,1,4,1,9,39,0,0,4,0,4,623,1
0,24,3,5,1,4,3,9,39,0,0,2,1,1,722,8
0,12,3,3,1,4,1,8,39,0,0,4,1,1,545,6
0,8,3,3,2,3,1,4,47,0,0,4,1,2,562,6
0,25,1,4,1,1,3,12,39,0,0,4,1,4,738,8
1,31,3,2,1,4,0,9,39,52,0,4,1,0,823,5
0,9,3,2,1,0,1,10,54,0,0,4,1,1,651,6
1,47,2,1,0,4,0,8,39,115,0,4,0,5,1027,0
0,29,2,2,1,1,0,12,44,0,0,4,1,0,874,5
1,21,3,2,1,1,0,12,49,0,50,4,1,0,818,5
0,32,1,1,1,3,0,6,39,0,0,4,1,0,836,5
0,6,3,2,1,4,1,9,19,0,0,2,0,3,246,1
1,29,1,4,1,1,1,12,39,0,0,4,0,1,796,1
0,13,3,3,1,4,1,8,54,0,0,4,1,4,726,6
1,32,2,3,1,4,0,8,39,0,0,4,1,0,836,5
0,30,0,0,1,0,3,10,39,0,0,4,1,1,808,8
1,27,3,4,0,1,0,12,49,0,0,4,1,0,915,5
0,14,3,3,1,4,3,8,49,0,34,4,1,3,691,8
0,2,3,3,1,4,1,8,49,0,0,4,1,3,457,6
0,28,3,4,1,0,3,11,37,82,0,4,0,4,750,3
1,17,3,4,2,1,0,12,39,0,47,4,1,0,623,5
0,9,3,3,1,4,1,8,39,0,0,4,1,1,495,6
1,21,2,3,1,4,0,8,39,0,0,4,1,0,683,5
0,14,3,1,1,4,1,9,42,0,0,4,0,1,616,1
0,19,2,2,1,0,3,11,49,0,0,4,1,1,782,8
1,14,3,2,1,1,0,12,59,0,0,4,1,0,803,5
0,13,3,2,1,1,0,12,39,0,0,4,1,0,562,5
1,20,3,4,1,4,0,8,39,0,0,4,1,0,669,5
1,13,3,4,1,1,1,12,49,0,0,2,1,1,676,6
0,4,0,0,1,4,0,8,29,0,0,2,0,5,326,0
0,56,3,5,1,3,4,5,9,0,0,4,0,1,367,4
1,21,4,2,1,5,0,13,39,0,0,4,1,0,683,5
0,13,3,3,1,3,1,5,49,0,0,4,1,1,676,6
1,16,3,3,1,4,0,8,49,0,0,4,1,0,726,5
1,35,1,4,1,1,0,12,39,98,0,4,1,0,878,5
0,41,3,1,1,4,3,9,45,0,0,4,0,4,1058,3
0,17,1,4,1,5,1,13,49,0,0,4,0,1,745,1
0,18,3,3,1,4,0,8,39,0,0,4,1,0,638,5
1,42,4,3,1,4,0,8,39,0,0,4,1,0,967,5
0,28,3,2,1,1,3,12,39,0,0,4,0,4,782,3
0,10,3,3,1,4,1,9,47,0,0,4,1,1,602,6
1,14,1,4,2,2,1,15,49,0,0,4,1,1,691,6
0,28,3,3,1,4,1,9,49,0,0,4,1,2,931,6
0,23,3,5,1,4,3,8,24,0,0,4,0,2,478,3
0,10,3,1,1,6,0,14,39,0,0,4,1,0,513,5
0,2,3,5,1,4,1,8,19,0,0,4,1,3,208,6
0,12,3,5,2,3,1,2,24,0,0,4,1,1,364,6
0,17,2,3,1,4,0,9,70,0,0,4,1,0,994,5
0,15,1,3,1,0,0,11,39,0,0,4,1,0,595,5
0,32,3,3,2,3,0,6,39,0,0,4,1,0,836,5
1,16,3,2,1,3,3,6,39,0,0,4,0,4,610,3
0,57,0,0,1,3,0,3,1,0,0,4,1,0,73,5
1,45,3,4,1,1,0,12,49,0,0,4,1,0,1157,5
0,22,2,2,1,4,0,8,39,0,0,4,1,0,695,5
0,26,3,2,1,4,3,8,39,0,0,4,0,4,753,3
0,5,3,2,1,4,1,9,59,0,0,4,0,1,610,1
0,7,3,3,1,4,0,8,44,0,0,4,1,0,513,5
1,59,0,0,3,4,0,8,39,0,0,4,1,0,1144,5
0,8,3,5,1,4,1,9,39,0,0,2,0,4,478,1
0,2,3,2,1,4,1,9,27,0,0,4,0,1,283,1
0,14,3,1,1,0,3,11,40,0,0,4,0,4,589,3
0,36,3,3,1,3,3,6,39,0,0,4,0,2,890,3
0,44,3,1,1,4,0,8,2,0,0,4,1,0,93,5
0,30,3,5,2,1,0,12,39,0,0,4,1,0,808,5
0,20,3,1,1,4,3,8,44,0,0,4,0,4,732,3
0,33,2,2,1,1,3,12,29,0,0,4,1,1,676,8
0,10,3,2,1,4,1,9,43,0,0,4,1,1,557,6
0,41,3,1,1,4,3,8,39,0,0,4,0,1,954,3
0,26,3,3,1,4,0,8,39,0,0,2,1,0,753,5
0,22,3,1,1,0,0,11,39,0,0,4,1,0,695,5
0,19,3,2,1,4,1,9,34,0,0,4,0,1,586,1
0,39,3,4,1,1,0,12,49,0,0,4,1,0,1091,5
0,9,3,3,1,4,0,8,54,0,0,4,1,0,651,5
0,6,3,4,1,1,1,12,37,0,0,4,0,3,427,1
0,30,3,3,1,3,1,6,39,0,0,2,1,1,808,6
0,51,3,2,1,3,4,7,29,0,0,4,0,1,863,4
0,30,1,6,1,4,1,9,39,0,0,2,1,1,808,6
1,28,4,2,2,4,0,9,39,98,0,4,1,0,782,5
0,9,3,2,1,4,0,9,59,0,0,4,1,0,695,5
0,3,3,3,1,4,1,8,39,0,26,4,1,3,396,6
0,29,3,1,1,4,1,9,39,0,0,4,0,3,796,1
1,20,3,2,1,0,0,11,49,0,0,4,1,0,800,5
0,20,3,3,1,4,0,9,44,0,0,4,1,0,732,5
0,26,3,3,1,4,0,9,41,0,0,4,1,0,785,5
0,42,3,4,1,5,4,13,39,0,0,4,0,1,967,4
0,22,3,1,1,4,3,8,39,0,0,4,0,4,695,3
0,15,3,3,1,4,3,9,53,0,26,4,0,1,756,3
0,46,3,4,1,4,0,9,15,0,0,4,1,0,481,5
1,28,3,4,1,1,0,12,59,0,0,4,1,0,1066,5
0,42,3,1,1,1,3,12,39,0,0,4,0,4,967,3
0,19,0,0,1,3,1,7,34,0,0,4,1,1,586,6
0,9,3,2,1,4,1,8,39,0,0,4,1,2,495,6
0,17,3,1,1,4,3,8,39,0,0,4,0,4,623,3
1,24,3,3,1,4,0,8,39,0,0,4,1,0,722,5
0,9,3,3,1,4,1,8,39,0,0,2,1,3,495,6
0,36,3,3,1,4,3,8,39,0,0,4,0,1,890,3
1,16,3,1,1,4,0,8,34,0,0,4,0,5,543,0
1,29,3,2,1,1,0,12,49,0,0,4,1,0,948,5
0,62,0,0,1,4,4,8,29,0,0,2,0,1,970,4
0,14,3,3,1,4,4,8,39,0,0,4,0,4,579,4
0,7,3,5,1,4,3,8,39,0,0,4,1,1,459,8
0,40,1,1,1,4,3,8,61,0,0,4,0,4,1237,3
0,23,3,5,1,4,3,8,46,0,0,4,0,4,808,3
0,24,2,2,2,0,0,10,81,0,67,3,1,0,1225,5
0,3,3,1,1,4,1,9,25,0,0,4,1,3,277,6
0,28,3,3,1,3,1,6,39,0,0,2,0,1,782,1
0,10,3,1,1,0,3,10,39,0,0,4,0,4,513,3
0,19,3,3,2,3,2,2,39,0,0,4,1,2,654,7
0,13,3,3,5,4,0,8,39,0,0,4,1,0,562,5
1,19,3,4,1,1,0,12,39,0,0,4,0,5,654,0
0,8,3,3,2,4,2,8,39,0,0,3,1,1,478,7
0,13,0,0,1,4,1,9,24,0,36,4,0,1,377,1
0,14,3,1,1,4,0,8,39,0,0,4,0,5,579,0
1,32,3,3,1,4,0,8,44,98,0,4,1,0,917,5
0,9,3,3,1,3,1,6,19,0,0,4,1,4,277,6
0,8,3,4,1,1,1,12,39,0,0,4,1,1,478,6
0,12,3,1,1,0,1,10,39,0,0,4,0,3,545,1
0,7,3,1,2,4,1,9,51,55,0,4,0,3,582,1
1,24,3,1,1,4,0,8,39,0,0,4,1,0,722,5
1,18,3,2,1,5,1,13,39,0,0,4,1,1,638,6
1,40,2,2,1,1,0,12,39,0,0,4,0,5,943,0
0,4,3,5,2,3,1,6,39,0,0,4,0,2,414,1
0,12,3,5,1,3,1,5,31,0,0,2,0,3,449,1
0,19,3,2,1,4,0,9,39,0,0,4,1,0,654,5
0,3,3,1,1,4,1,9,24,0,0,4,0,3,269,1
1,34,3,2,1,1,0,12,39,0,0,4,1,0,863,5
0,22,3,3,1,3,0,6,39,0,0,4,1,0,695,5
0,19,3,2,1,1,0,12,49,79,0,4,1,0,782,5
1,23,2,4,1,6,0,14,69,122,0,4,1,0,1091,5
0,44,3,2,1,4,0,8,49,0,0,4,1,0,1145,5
0,21,3,4,1,6,0,14,59,0,0,4,1,0,943,5
0,3,0,0,1,4,1,9,34,0,0,4,1,3,354,6
0,4,3,5,1,4,3,8,34,0,0,4,0,3,370,3
0,23,3,2,1,4,3,8,39,0,0,4,0,4,709,3
0,29,3,3,1,3,0,5,44,0,0,4,1,0,874,5
0,4,3,3,1,4,0,9,53,0,0,4,1,0,535,5
0,18,2,3,1,3,0,5,49,0,0,2,1,0,763,5
0,22,3,2,1,1,0,12,39,0,0,4,1,0,695,5
0,21,2,3,1,4,0,8,59,0,0,4,1,0,943,5
0,13,3,1,1,4,3,8,39,0,0,4,0,4,562,3
0,11,3,3,2,3,1,4,39,0,0,3,1,4,530,6
1,15,3,2,1,1,0,12,39,0,0,4,1,0,595,5
1,29,2,3,1,0,0,10,39,0,0,4,1,0,796,5
0,23,3,3,1,0,0,10,39,0,0,4,1,0,709,5
1,30,3,3,1,4,0,8,39,112,0,2,0,5,808,0
0,27,3,3,1,3,0,5,39,0,0,4,1,0,766,5
0,21,3,2,2,4,0,8,39,60,0,4,1,0,683,5
1,34,0,0,1,4,2,8,19,0,0,4,1,1,485,7
1,29,2,3,1,1,0,12,39,0,0,4,1,0,796,5
1,34,3,4,4,2,0,15,59,112,0,4,1,0,1147,5
1,28,3,4,4,2,4,15,39,111,0,4,1,4,782,9
0,3,3,5,1,4,1,9,19,0,0,4,0,3,217,1
0,27,3,4,1,1,0,12,44,0,0,4,1,0,843,5
0,16,3,3,1,0,0,10,44,0,0,4,1,0,672,5
0,1,3,5,1,4,1,8,29,0,0,4,0,3,285,1
1,44,2,4,1,6,3,14,39,0,0,4,1,1,991,8
0,33,1,2,1,1,1,12,39,0,0,4,0,1,849,1
0,30,4,3,1,4,1,8,39,0,0,2,1,3,808,6
1,17,3,2,1,1,0,12,49,0,0,4,1,0,745,5
0,36,3,3,1,4,0,8,59,0,0,2,1,0,1172,5
0,22,2,3,1,4,0,9,39,0,0,4,1,0,695,5
1,41,3,3,1,4,0,8,39,0,0,4,1,0,954,5
0,49,0,0,1,4,0,8,17,0,0,2,1,0,557,5
0,9,3,3,1,3,1,6,49,0,0,4,1,1,604,6
0,24,3,1,2,3,0,2,39,0,0,4,1,0,722,5
0,30,1,2,1,4,0,9,39,0,0,4,1,0,808,5
0,14,3,3,1,0,0,10,39,0,0,0,1,0,579,5
1,35,3,2,1,4,0,9,39,0,0,4,1,0,878,5
1,12,3,2,1,0,0,11,49,0,0,4,1,0,657,5
0,26,3,3,1,3,3,4,49,0,0,2,0,4,900,3
1,25,4,2,1,5,0,13,39,0,0,4,1,0,738,5
0,18,3,3,1,4,1,9,29,0,0,2,0,1,498,1
0,24,3,3,1,4,0,8,39,45,0,4,1,0,722,5
1,17,3,2,1,1,0,12,59,95,0,4,1,0,863,5
0,35,2,3,1,4,0,9,39,0,0,4,1,0,878,5
0,44,3,3,1,4,0,9,39,0,0,4,1,0,991,5
0,22,1,2,1,4,3,8,39,0,0,4,1,4,695,8
0,2,3,2,1,4,1,9,24,0,0,4,0,1,255,1
1,29,1,2,1,1,0,12,39,98,0,4,1,0,796,5
0,22,3,2,1,4,1,9,44,0,0,4,1,1,765,6
0,5,3,5,1,4,1,9,49,0,0,4,1,1,521,6
0,13,1,1,1,4,3,8,39,0,0,4,0,1,562,3
0,23,3,5,1,0,3,10,31,0,0,4,0,1,595,3
0,26,3,4,1,1,2,12,39,55,0,4,1,1,753,7
0,20,3,3,2,3,0,2,35,0,0,4,1,0,615,5
0,6,3,5,1,0,1,11,19,0,0,4,1,3,246,6
0,22,1,4,1,0,3,11,58,0,0,4,1,1,949,8
0,37,3,2,1,5,0,13,39,0,0,4,1,0,902,5
0,29,2,2,1,4,0,9,59,0,0,4,1,0,1082,5
0,3,3,3,1,4,1,9,39,0,0,4,0,3,396,1
1,33,2,2,1,1,0,12,49,0,0,4,0,5,1010,0
0,0,3,2,1,3,1,5,14,0,0,4,0,3,140,1
0,19,3,3,1,4,0,8,39,0,0,4,1,0,654,5
0,20,3,2,1,4,0,8,44,0,0,4,1,0,732,5
0,36,3,5,1,4,3,8,37,0,0,4,0,1,854,3
1,33,3,3,1,4,0,8,39,0,0,4,1,0,849,5
0,21,3,3,1,4,0,8,39,0,0,4,1,0,683,5
0,46,2,3,1,4,0,8,31,0,0,4,1,0,856,5
1,36,3,3,1,4,0,8,49,0,0,4,1,0,1051,5
0,23,0,0,1,1,3,12,49,0,0,4,0,1,849,3
0,6,2,4,1,4,1,9,49,0,0,4,1,1,541,6
0,3,3,3,1,4,1,8,42,0,0,4,1,1,422,6
1,29,3,3,1,4,0,9,39,0,0,2,1,0,796,5
0,11,3,5,2,3,1,5,39,0,0,0,1,2,530,6
0,42,3,4,1,5,3,13,49,0,0,4,1,1,1124,8
1,24,3,2,1,1,0,12,39,0,0,4,1,0,722,5
0,16,3,3,2,3,0,0,39,0,0,4,1,0,610,5
0,39,3,3,5,3,0,7,39,0,0,4,1,0,928,5
1,33,2,2,2,4,0,8,54,112,0,4,1,0,1078,5
0,14,1,2,1,1,1,12,49,0,0,4,0,1,691,1
0,24,3,2,1,0,3,10,49,0,0,4,1,3,867,8
1,21,3,4,1,1,0,12,39,98,0,4,0,5,683,0
0,8,1,1,1,0,1,11,39,0,0,4,0,3,478,1
0,1,0,0,1,4,1,8,11,0,0,3,0,2,114,1
0,32,1,4,1,1,3,12,39,0,0,2,0,4,836,3
0,22,3,3,1,4,1,9,39,0,0,4,1,3,695,6
0,5,0,0,1,4,1,9,19,0,0,4,0,3,239,1
0,4,3,4,1,4,1,9,24,0,0,4,0,3,279,1
0,18,3,2,1,1,0,12,39,0,0,4,1,0,638,5
0,4,0,0,1,4,1,8,39,0,0,4,0,4,414,1
1,21,3,3,1,4,0,8,39,0,0,4,1,0,683,5
0,38,3,5,0,3,4,3,19,0,0,4,0,4,521,4
0,14,3,3,1,4,3,8,54,0,0,4,1,1,749,8
0,0,2,4,1,3,1,6,19,0,0,4,1,3,186,6
1,14,3,1,1,1,0,12,49,95,0,4,1,0,691,5
0,8,1,4,1,1,1,12,39,0,0,4,1,1,478,6
1,22,3,2,1,5,0,13,54,0,0,4,1,0,898,5
0,33,3,3,1,3,0,3,39,0,0,4,1,0,849,5
1,21,1,4,1,1,0,12,19,0,0,4,0,5,382,0
0,33,3,2,1,4,0,9,59,0,0,4,1,0,1136,5
0,46,3,2,1,3,0,5,39,0,0,4,1,0,1014,5
0,14,3,3,1,4,0,8,49,0,0,4,1,0,691,5
0,6,3,4,1,1,1,12,39,0,0,4,0,3,445,1
0,1,3,5,1,4,1,9,19,0,0,4,1,3,195,6
0,26,1,4,1,1,3,12,47,0,0,4,0,4,870,3
1,17,3,2,1,4,0,9,49,0,0,4,1,0,745,5
0,1,3,2,1,3,1,6,34,0,0,4,1,3,326,6
1,29,3,3,1,4,0,8,39,70,0,2,1,0,796,5
1,18,3,2,1,1,1,12,39,0,0,4,0,4,638,1
0,29,1,2,1,5,1,13,37,0,0,4,0,1,761,1
1,42,3,2,1,0,0,10,39,95,0,4,1,0,967,5
0,14,3,3,4,3,1,3,29,0,0,4,0,1,450,1
0,10,3,2,1,4,3,8,36,0,0,4,0,4,477,3
0,24,3,4,3,5,0,13,39,0,0,4,1,0,722,5
0,25,3,3,0,4,1,8,39,0,0,2,1,3,738,6
1,38,3,2,1,1,0,12,39,0,0,4,1,0,915,5
0,17,0,0,1,4,1,8,39,0,0,2,0,1,623,1
0,27,3,3,1,4,1,8,39,0,0,4,0,1,766,1
0,9,3,2,1,1,1,12,49,0,34,4,0,1,604,1
1,19,3,4,1,0,0,10,39,0,0,4,0,5,654,0
0,52,3,5,1,3,0,4,34,13,0,4,1,0,983,5
0,16,3,1,1,4,1,9,39,0,0,4,0,4,610,1
0,13,3,4,1,0,0,10,39,0,0,4,1,0,562,5
1,18,3,5,1,4,0,8,15,0,0,4,0,5,293,0
1,8,3,2,1,1,1,12,39,0,0,4,0,1,478,1
0,4,3,5,0,4,1,9,39,0,0,2,1,3,414,6
0,1,3,5,1,3,1,6,14,0,0,2,1,2,149,6
1,18,2,3,1,4,0,9,59,0,0,4,1,0,882,5
0,3,3,3,1,4,0,8,49,0,0,4,1,0,478,5
0,9,3,4,1,5,0,13,39,79,0,4,1,0,495,5
0,29,3,2,1,1,0,12,39,0,0,4,1,0,796,5
0,14,3,4,1,1,1,12,35,0,0,4,0,4,528,1
1,23,3,3,2,6,0,14,39,81,0,4,1,0,709,5
0,23,3,2,1,4,3,8,51,0,5,4,0,4,878,3
0,14,3,2,1,1,1,12,39,0,0,4,0,1,579,1
0,15,2,2,1,2,0,15,39,0,0,4,1,0,595,5
0,6,2,1,1,4,3,9,39,0,0,4,1,3,445,8
0,8,1,6,1,5,1,13,39,0,0,4,1,1,478,6
0,20,3,3,1,4,0,9,49,0,0,4,1,0,800,5
0,1,3,2,1,4,1,9,19,0,0,4,0,3,195,1
0,38,3,2,1,4,4,8,37,0,0,4,0,1,880,4
0,35,3,3,2,3,3,4,39,0,0,4,0,4,878,3
0,9,3,1,1,4,1,8,39,0,0,4,0,3,495,1
1,20,3,2,1,4,1,9,39,0,0,4,1,1,669,6
0,22,3,2,1,4,3,8,44,0,0,4,0,4,765,3
1,45,2,4,1,1,3,12,39,0,0,4,0,1,1004,3
0,2,0,0,1,4,1,9,24,0,0,4,0,3,255,1
1,30,3,3,1,4,0,8,44,0,0,4,1,0,888,5
1,34,1,6,1,1,0,12,39,0,0,4,1,0,863,5
0,38,3,5,1,4,3,8,39,0,0,4,0,4,915,3
0,13,3,3,1,4,0,8,34,0,0,4,1,0,498,5
0,42,4,3,1,4,0,9,35,0,0,4,1,0,891,5
0,28,2,3,1,3,0,5,64,0,0,4,1,0,1120,5
1,35,3,2,1,4,0,9,44,112,0,4,1,0,960,5
0,4,3,3,1,4,1,8,19,0,0,4,1,3,228,6
0,14,3,3,1,4,0,8,54,0,0,4,1,0,749,5
0,12,3,1,1,4,1,9,39,0,0,2,1,3,545,6
0,7,3,3,1,4,0,8,39,0,0,4,1,0,459,5
0,0,3,5,1,3,1,5,23,0,0,4,1,3,222,6
0,30,3,3,1,4,3,8,39,0,0,2,0,1,808,3
1,29,3,2,1,4,0,9,49,0,0,4,1,0,948,5
0,15,0,0,1,4,3,8,27,0,0,4,0,4,436,3
0,17,3,3,0,3,1,5,43,0,0,4,1,1,675,6
0,46,3,3,2,3,0,7,39,0,0,4,1,0,1014,5
0,4,3,5,1,4,1,9,24,0,0,4,1,3,279,6
0,1,3,5,1,4,1,8,35,0,0,2,1,2,333,6
1,32,1,2,1,2,0,15,49,0,0,4,1,0,995,5
0,64,2,1,1,4,4,8,19,0,0,4,0,1,715,4
1,19,2,2,1,0,0,11,39,0,0,4,1,0,654,5
1,30,3,3,1,4,0,8,39,0,0,4,1,0,808,5
1,19,3,2,1,5,0,13,49,0,0,4,1,0,782,5
0,22,2,3,1,0,0,10,59,0,0,4,1,0,960,5
0,29,3,2,1,1,1,12,34,0,0,4,0,1,712,1
1,26,1,1,1,4,0,9,39,0,51,4,0,5,753,0
0,22,1,1,1,1,3,12,34,0,0,4,0,4,626,3
0,12,3,2,1,4,3,9,39,0,0,4,0,1,545,3
0,6,3,3,1,4,1,8,15,0,0,2,0,3,200,1
0,40,3,3,1,3,0,5,42,0,0,4,1,0,996,5
0,21,2,2,1,4,1,8,41,0,0,2,0,4,706,1
0,8,3,2,1,1,1,12,39,0,0,4,0,3,478,1
0,22,1,2,1,4,0,9,39,0,0,4,1,0,695,5
0,7,3,2,2,4,1,9,39,0,0,2,1,1,459,6
1,39,3,3,1,5,0,13,43,0,55,4,1,0,999,5
0,22,3,2,1,3,3,7,39,0,0,4,0,1,695,3
0,6,3,2,1,0,1,10,59,0,0,4,0,4,633,1
0,0,0,0,1,3,1,6,19,0,0,3,0,1,186,1
0,50,2,2,1,4,3,8,15,54,0,4,0,1,509,3
0,24,3,1,1,1,1,12,49,0,0,1,1,1,867,6
0,7,1,4,1,1,1,12,49,0,0,4,0,3,562,1
1,34,3,2,1,1,3,12,39,104,0,2,1,1,863,8
0,13,2,5,1,4,3,8,59,0,0,4,0,1,782,3
1,30,2,3,1,4,0,8,39,112,0,4,1,0,808,5
0,39,3,3,1,4,1,8,31,0,0,4,1,1,779,6
0,34,3,3,1,4,3,8,37,0,0,4,1,1,830,8
0,40,2,2,1,4,0,9,54,0,0,4,1,0,1163,5
0,17,3,5,1,4,3,9,39,0,0,4,0,4,623,3
0,7,3,4,1,1,1,12,39,0,0,4,1,1,459,6
0,40,3,3,1,4,0,8,39,0,0,4,1,0,943,5
1,21,3,3,1,4,0,8,39,0,0,4,1,0,683,5
0,6,3,2,1,4,1,8,39,0,0,4,0,1,445,1
0,18,3,3,2,3,0,3,39,0,0,4,1,0,638,5
0,41,3,3,1,4,0,8,51,0,0,4,1,0,1140,5
0,2,0,0,1,4,1,8,11,6,0,4,0,3,121,1
0,2,0,0,2,3,1,3,39,0,0,4,1,1,382,6
1,51,1,4,1,2,0,15,59,0,79,4,1,0,1317,5
1,26,3,2,1,4,0,9,39,0,51,4,1,0,753,5
0,0,3,5,1,3,1,6,19,0,0,4,0,3,186,1
1,36,1,4,1,2,0,15,49,98,0,4,1,0,1051,5
1,20,2,4,1,2,0,15,95,0,0,2,1,0,1260,5
0,4,0,0,0,1,1,12,24,0,0,1,1,1,279,6
1,46,3,3,1,4,0,8,39,0,0,4,1,0,1014,5
0,14,3,3,1,4,2,9,49,0,0,4,1,4,691,7
0,12,3,5,1,4,0,8,39,0,0,4,1,0,545,5
1,26,1,6,1,4,0,9,39,0,50,4,1,0,753,5
1,10,3,4,1,6,1,14,64,0,0,4,0,1,765,1
0,8,2,5,1,4,1,8,31,0,0,4,1,2,396,6
0,11,3,4,1,4,1,8,39,0,0,4,0,1,530,1
0,37,3,2,1,4,3,8,34,0,0,4,0,4,814,3
0,57,0,0,1,4,4,9,11,0,0,4,0,1,433,4
0,14,1,2,1,4,1,9,31,0,0,0,0,3,474,1
0,6,3,2,1,4,1,9,47,0,0,4,1,1,523,6
0,2,3,4,1,1,1,12,29,0,0,4,0,3,298,1
0,22,0,0,2,3,4,0,19,0,0,4,0,1,388,4
0,44,2,3,1,4,0,8,39,116,0,4,0,5,991,0
1,42,0,0,1,4,0,8,39,98,0,4,0,5,967,0
1,10,2,5,1,0,0,10,35,0,0,4,0,5,464,0
0,2,3,1,1,4,1,9,19,0,0,2,0,3,208,1
0,6,0,0,1,4,1,8,39,0,0,4,1,3,445,6
0,8,1,1,1,4,3,8,34,0,0,0,0,1,428,3
1,23,3,2,1,4,0,9,47,0,0,4,1,0,823,5
0,36,3,5,1,3,3,6,36,0,0,4,0,1,837,3
0,15,3,4,1,1,1,12,44,0,0,4,1,1,654,6
1,55,2,4,1,2,0,15,24,0,80,4,1,0,782,5
0,44,3,3,1,3,0,3,39,0,0,4,1,0,991,5
0,25,3,2,1,4,0,8,39,0,0,4,1,0,738,5
0,0,3,5,1,3,1,5,19,6,0,0,0,3,186,1
0,56,3,3,3,4,0,8,15,0,0,4,1,0,548,5
0,24,2,3,1,4,3,9,39,0,0,4,1,1,722,8
0,6,3,3,2,4,1,9,19,0,0,2,0,3,246,1
0,6,3,4,3,4,1,8,39,0,0,4,0,1,445,1
0,48,3,1,1,0,0,10,14,0,0,4,1,0,465,5
0,28,2,2,1,4,0,8,49,0,0,4,0,5,931,0
1,35,4,2,1,1,0,12,39,98,0,2,1,0,878,5
0,7,1,1,1,1,1,12,26,0,0,2,0,3,333,1
0,6,3,3,1,0,0,10,39,0,0,4,1,0,445,5
0,13,3,2,1,4,3,9,39,0,0,4,0,3,562,3
0,9,3,2,1,1,1,12,39,0,0,4,1,1,495,6
